Date,AAPL,GOOGL,MSFT,TSLA
2022-01-04,-0.012691637022849145,-0.004083028883519524,-0.017147153138855842,-0.041832696836128
2022-01-05,-0.026599819651988987,-0.045876251826622916,-0.03838775052124288,-0.05347121367683638
2022-01-06,-0.016693242704090006,-0.00019952685539115222,-0.007902055014231801,-0.02152337383085412
2022-01-07,0.0009881442547992059,-0.005303264545717057,0.0005098372298917297,-0.035446567451716815
2022-01-10,0.00011623829084084214,0.01206055532734851,0.0007322490785699465,0.03034195341380186
2022-01-11,0.016783886286179106,0.007690996242841752,0.0022592271490584626,0.005935024657598653
2022-01-12,0.002570073339581702,0.012126400183275265,0.01044519256904497,0.039289748931841784
2022-01-13,-0.01902800736937804,-0.02010518298400621,-0.042322743546163055,-0.06749107331435766
2022-01-14,0.005110734535206385,0.0064472362776353265,0.017716852923215898,0.017497758575059086
2022-01-18,-0.018894241176238946,-0.024967628469359737,-0.024339358604946848,-0.01819724123253097
2022-01-19,-0.021024647423706022,-0.006481700792876799,0.0022468721199511155,-0.0338278969185718
2022-01-20,-0.010347164826962074,-0.01338861314292683,-0.005703358150103477,0.0006227038828787723
2022-01-21,-0.012765011277457106,-0.0221742245715002,-0.018468189212916486,-0.05256606712507206
2022-01-24,-0.004864415820799106,0.003471390725174217,0.0011484529955578804,-0.014726129872195681
2022-01-25,-0.011384684107005216,-0.02957862914521603,-0.026588309590897974,-0.012473124842489969
2022-01-26,-0.0005632933489310155,0.018103798185567843,0.02849324405662612,0.02069905258271132
2022-01-27,-0.002943182156258106,-0.001764123517118965,0.010548911337970424,-0.11554175561970448
2022-01-28,0.0697777145902847,0.03368846521583335,0.0280817877425108,0.020805692766870276
2022-01-31,0.026125767926395094,0.014641903361207298,0.00882351773806933,0.10677611383930952
2022-02-01,-0.0009726048594888015,0.017298014664831163,-0.007138711672576403,-0.0058395266373975074
2022-02-02,0.007044090094571187,0.0752376300651112,0.01522208660093649,-0.02747919159891432
2022-02-03,-0.016719717244101262,-0.03317570992430785,-0.03895208093385716,-0.016032495024879134
2022-02-04,-0.001679371655309847,0.0014187404893171163,0.015568446094188948,0.03611110968421327
2022-02-07,-0.004234544739218138,-0.028556840467327427,-0.016310398386556457,-0.01730718642133755
2022-02-08,0.018466779542944955,0.001422361048850851,0.011995516314446286,0.0161571905234128
2022-02-09,0.00829377297401801,0.015731643794274275,0.021834402992807922,0.010845920427172029
2022-02-10,-0.023598939418182363,-0.020989756712861962,-0.0283729588296181,-0.029452771017468238
2022-02-11,-0.020218387193808307,-0.031290487485641005,-0.024274003761756258,-0.04925102969626416
2022-02-14,0.0014231642555719848,0.009260184290283746,-0.00013557172350253666,0.01832566437213501
2022-02-15,0.023152545581803574,0.007987605731953007,0.01854223940193167,0.053290764282768466
2022-02-16,-0.0013889832396800639,0.00826807368697624,-0.0011669816344216377,0.0010407532409399955
2022-02-17,-0.02126919439158692,-0.037745633913845555,-0.029282216746878698,-0.05094269900666093
2022-02-18,-0.009355589623700422,-0.016116031633549466,-0.009631079620356364,-0.022103035296720752
2022-02-22,-0.017812381451373982,-0.004520525542103915,-0.0007293717617002926,-0.04136624223452856
2022-02-23,-0.025864087234651945,-0.017143897149608733,-0.025893316480686934,-0.06997917599526948
2022-02-24,0.01668000409567716,0.039995813416318304,0.05109378815367971,0.04807345500262783
2022-02-25,0.012965652711298015,0.013328081441452477,0.009233143543122768,0.011364031324829549
2022-02-28,0.001637704200390111,0.004443667047548061,0.004978113674528162,0.07477746853358713
2022-03-01,-0.011627836000013936,-0.007371000955842755,-0.012851739823073416,-0.006962143345558558
2022-03-02,0.02058806063885421,0.0038044160091050827,0.017765379720118046,0.01795529711451649
2022-03-03,-0.001981078650777457,-0.004993782267128433,-0.01422403364008773,-0.04614210448825773
2022-03-04,-0.018408179663654378,-0.014884325073971083,-0.02047857360191918,-0.0011915196265851469
2022-03-07,-0.023717853870773187,-0.04190839509217825,-0.03777696532036956,-0.04021280504200253
2022-03-08,-0.011675958283796084,0.005744618192615292,-0.010971346110824953,0.02463394210323222
2022-03-09,0.03499740876662205,0.04968743535354947,0.04585840066979152,0.04193357517885765
2022-03-10,-0.02718604416807957,-0.007423863001206121,-0.010086635463025906,-0.024063755330148706
2022-03-11,-0.023908948326723856,-0.019323529997439137,-0.019328531428883355,-0.0512345859010529
2022-03-14,-0.02656239383630765,-0.030180109188207127,-0.012961140277188643,-0.036436802368687404
2022-03-15,0.02967745548628753,0.025779823454481043,0.03874281903875754,0.046348355546253384
2022-03-16,0.029015552226414387,0.031598948643920766,0.02521335759110599,0.047812040425278646
2022-03-17,0.0064538676811383144,0.004190330042987966,0.002819329084541744,0.037335010469022656
2022-03-18,0.020918957069944177,0.017083953020647025,0.017647647694354784,0.03876779427650434
2022-03-21,0.008537680999489705,-0.0001761524696486383,-0.004227286852143797,0.017417963888751054
2022-03-22,0.02080047630097903,0.027674102872241813,0.016379297714652852,0.07905243778179138
2022-03-23,0.008233666652185168,-0.011385791207805918,-0.015030103967442976,0.005161136057840299
2022-03-24,0.022678021057817466,0.02384014731723494,0.015392841462649853,0.014823128420135223
2022-03-25,0.00373420412503056,0.0007133484861676642,-0.0013807657031471576,-0.003234937980317265
2022-03-28,0.005036442991503298,-0.0015350895941487197,0.023116298810757385,0.0803450783611821
2022-03-29,0.019134323500217265,0.007422679339688987,0.015159203681319289,0.007079858095940583
2022-03-30,-0.006649503973205073,-0.003978782979992435,-0.004914284398402691,-0.00507475414515135
2022-03-31,-0.017775724301168583,-0.020226900069346798,-0.017683035214652087,-0.014981813142339484
2022-04-01,-0.0017180874818851777,0.007787388721074873,0.0036003519928968775,0.006486599368272561
2022-04-04,0.02369342690387266,0.02012843172979828,0.01793667390373055,0.05611341298759176
2022-04-05,-0.0189420581453692,-0.01665015763205857,-0.012985235457286692,-0.047308971544201106
2022-04-06,-0.018450641760874853,-0.02875725019086839,-0.036605576808176665,-0.041694894294368345
2022-04-07,0.0018039987933033963,-0.004829653493077735,0.006243438708086524,0.010996816105212748
2022-04-08,-0.01190894838924239,-0.019140797103534113,-0.014599764747459831,-0.03004944796541842
2022-04-11,-0.02551590227870082,-0.03349154995775039,-0.0394316292612783,-0.048328086073804455
2022-04-12,0.011523393392286474,-0.008608606702485755,-0.011218027688219223,0.011291813566499442
2022-04-13,0.01634265471168539,0.017065398714440905,0.019712062590224733,0.03588835603591267
2022-04-14,-0.02998834317475141,-0.024358350601518253,-0.027084310931916877,-0.03655231880843268
2022-04-18,-0.001330804186226331,0.007468673701588324,0.0024659250133247657,0.019583733431163042
2022-04-19,0.014115027015084491,0.01826884321382871,0.017039890208653263,0.023758093445249484
2022-04-20,-0.0010153952520036702,-0.015145177398947496,0.003715152204812666,-0.04955503671370076
2022-04-21,-0.0048438390428633404,-0.025191341421972324,-0.019381189523294817,0.03231684066245499
2022-04-22,-0.02782113997790281,-0.04149352134153361,-0.02414429472399393,-0.003697576672395231
2022-04-25,0.006737300485211817,0.02874136596025756,0.024413204755232787,-0.006994645387893739
2022-04-26,-0.03732824411493274,-0.03594576748619116,-0.03740368761776969,-0.12184121881948873
2022-04-27,-0.0014668433379076973,-0.03670882518359486,0.04810891097138659,0.005807678470473254
2022-04-28,0.04515557435915407,0.03699211920002554,0.022632482290686484,-0.004537702888526063
2022-04-29,-0.036604629258498056,-0.03723340608814585,-0.04181194423762569,-0.007692220213591394
2022-05-02,0.001966458181904107,0.02167655085246656,0.025043423484137683,0.03695628471433299
2022-05-03,0.009622555328588689,0.006441848130773753,-0.009456289752234115,0.006988279761963367
2022-05-04,0.04100834727917113,0.04199117393371732,0.029100779233188323,0.04769864576468552
2022-05-05,-0.05571618037135273,-0.04707555654539319,-0.0435544122999163,-0.08328615317548016
2022-05-06,0.004727080159576458,-0.006514695273335591,-0.00944687204009198,-0.008737180698190294
2022-05-09,-0.033189243998602125,-0.02795335671952559,-0.036945289902017286,-0.09072948807249681
2022-05-10,0.016112251082180507,0.016744984898689586,0.018595523433580396,0.016427173986372612
2022-05-11,-0.05184139449165459,-0.00692766345034479,-0.03320968096620547,-0.08254582843646041
2022-05-12,-0.02689441434921158,-0.006676785482565006,-0.019957776577535724,-0.008174386751047313
2022-05-13,0.03191668913061374,0.028415362391775334,0.022596279427487875,0.05712909369145702
2022-05-16,-0.010672530899735522,-0.013834507099238724,0.0014552309512965156,-0.05875856161837267
2022-05-17,0.02542252972719039,0.017720287008780033,0.020344346967425597,0.05141017778952928
2022-05-18,-0.0564189717390553,-0.03926671229520062,-0.04552963396795062,-0.06801379812405906
2022-05-19,-0.024641425385836913,-0.013543304691575053,-0.0036997357595024427,-0.0005494634476534976
2022-05-20,0.001747182008139836,-0.01337159045902514,-0.002291185223490144,-0.06416505716141863
2022-05-23,0.040119374029059074,0.023689813080520317,0.032032149513292696,0.01656871415985961
2022-05-24,-0.01921600109057031,-0.04949412187941438,-0.003952016187933838,-0.06925464690507588
2022-05-25,0.0011399563983776062,-0.0015571185819044375,0.011170534557771727,0.04877737911795821
2022-05-26,0.023199585966448666,0.018784625656196097,0.0128749456712558,0.07427138936829314
2022-05-27,0.04075664137414203,0.04196957732087214,0.02760440043730439,0.07333306253742577
2022-05-31,-0.005346410591627326,0.012869807673630218,-0.005013911082695888,-0.001803563389055185
2022-06-01,-0.0008731976385174534,0.0011427175208083007,0.002022931690785157,-0.02359349020027357
2022-06-02,0.01681140709351303,0.03275468211292165,0.007928861530643871,0.04677398003874078
2022-06-03,-0.03855564029385161,-0.026198185595638246,-0.016607058090691074,-0.09219359988526965
2022-06-06,0.00522755198077518,0.01990130696129122,-0.004703313568851453,0.0160472016783606
2022-06-07,0.017585830049377194,0.002816187711549567,0.013953706218593487,0.0025460558898939833
2022-06-08,-0.005043442951517818,0.00037992516272611354,-0.007669893909830305,0.012474516432601446
2022-06-09,-0.0359557393123352,-0.020124788695376816,-0.02078335714325319,-0.008930555308462429
2022-06-10,-0.038628547932578194,-0.031993644902236995,-0.04456347813778194,-0.031190911234383223
2022-06-13,-0.038284691712337615,-0.04290146937775707,-0.04241279685994748,-0.07102153990705962
2022-06-14,0.006672675420568819,0.003035869649409495,0.009204953273215022,0.023887157055640484
2022-06-15,0.02011135929151031,0.02857129721664453,0.029735423373703274,0.05482367080362738
2022-06-16,-0.03965152716103204,-0.033990902459989814,-0.02697008333501849,-0.08540769912654234
2022-06-17,0.011533299008038567,0.010468414520816927,0.010940117890311463,0.017174980283869212
2022-06-21,0.0327605169176306,0.04107102023855136,0.02459094703385012,0.0935443480214786
